"avettaId","mongoId","variantId","object","field","en","zh_CN"
"147837","65724d33170000540091feda","65724d33170000540091feda~~~question~~~responseOption2","question","responseOption2","The Company does not operate this type of equipment","公司不运行此类设备"
"147837","65724d33170000540091feda","65724d33170000540091feda~~~question~~~questionText","question","questionText","Select a reason:","选择原因："
"147837","65724d33170000540091feda","65724d33170000540091feda~~~question~~~responseOption3","question","responseOption3","The Company is not exposed to this risk","公司不存在此风险"
"147837","65724d33170000540091feda","65724d33170000540091feda~~~question~~~responseOption1","question","responseOption1","The Company does not perform this type of work","公司不从事此类工作"
"147908","65724d80170000200091ff25","65724d80170000200091ff25~~~question~~~responseOption1","question","responseOption1","Yes","是"
"147908","65724d80170000200091ff25","65724d80170000200091ff25~~~question~~~questionText","question","questionText","I acknowledge the information above is accurate","我确认上述信息正确无误"
"147908","65724d80170000200091ff25","65724d80170000200091ff25~~~question~~~responseOption2","question","responseOption2","No","否"
"147979","65724dc8170000560091ff70","65724dc8170000560091ff70~~~question~~~responseOption1","question","responseOption1","Show Questions","显示问题"
"147979","65724dc8170000560091ff70","65724dc8170000560091ff70~~~question~~~responseOption2","question","responseOption2","No","否"
"147979","65724dc8170000560091ff70","65724dc8170000560091ff70~~~question~~~questionText","question","questionText","Click here to view requirements:","点击此处查看要求："
"1147","665df8610100002900b4ae7a","665df8610100002900b4ae7a~~~questionGroup~~~questionGroupText","questionGroup","questionGroupText","Demolition","拆除"
"5160","4cb2af62504943cf0cfa2f13","4cb2af62504943cf0cfa2f13~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"5160","4cb2af62504943cf0cfa2f13","4cb2af62504943cf0cfa2f13~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"5160","4cb2af62504943cf0cfa2f13","4cb2af62504943cf0cfa2f13~~~question~~~questionText","question","questionText","Does the procedure include hazards and controls associated with demolition?","程序是否包括与拆除相关的危害和控制措施？"
"5160","4cb2af62504943cf0cfa2f13","4cb2af62504943cf0cfa2f13~~~question~~~description","question","description","Please include the procedure that addresses hazards and controls associated with demolition.","请包括针对与拆除相关的危害和控制措施的程序。"
"5160","4cb2af62504943cf0cfa2f13","4cb2af62504943cf0cfa2f13~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"5161","4cb2b00250494385c68e5108","4cb2b00250494385c68e5108~~~question~~~description","question","description","Please include the procedure that addresses noise hazards associated with demolition.","请包括针对与拆除相关的噪音危害的程序。"
"5161","4cb2b00250494385c68e5108","4cb2b00250494385c68e5108~~~question~~~questionText","question","questionText","Does the procedure include hazards associated with excess noise?","程序是否包括与过量噪音相关的危害？"
"5161","4cb2b00250494385c68e5108","4cb2b00250494385c68e5108~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"5161","4cb2b00250494385c68e5108","4cb2b00250494385c68e5108~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"5161","4cb2b00250494385c68e5108","4cb2b00250494385c68e5108~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"5162","4cb2b15c5049433643445bf1","4cb2b15c5049433643445bf1~~~question~~~questionText","question","questionText","Does the procedure include pre-demolition survey by competent personnel?","程序是否包括由合格人员执行拆除前调查？"
"5162","4cb2b15c5049433643445bf1","4cb2b15c5049433643445bf1~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"5162","4cb2b15c5049433643445bf1","4cb2b15c5049433643445bf1~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"5162","4cb2b15c5049433643445bf1","4cb2b15c5049433643445bf1~~~question~~~description","question","description","Please include the procedure that addresses pre-demolition survey by competent personnel. Surveys should be conducted to evaluate the structural stability of site and nearby structures, the location of above and below ground live services, and the presence of hazardous substances such as lead or asbestos.","请包括由合格人员执行拆除前执行调查的程序。务必执行调查，以评估站点和附近建筑的结构稳定性、地面和地下带电设施的位置，以及是否存在铅或石棉等危险物质。"
"5162","4cb2b15c5049433643445bf1","4cb2b15c5049433643445bf1~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"5163","4cb2b286504943a30271f9a4","4cb2b286504943a30271f9a4~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"5163","4cb2b286504943a30271f9a4","4cb2b286504943a30271f9a4~~~question~~~description","question","description","Please include the procedure that addresses proper demolition techniques in accordance with jurisdictional requirements.","请包括符合司法辖区要求的有关正确拆除技术的程序。"
"5163","4cb2b286504943a30271f9a4","4cb2b286504943a30271f9a4~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"5163","4cb2b286504943a30271f9a4","4cb2b286504943a30271f9a4~~~question~~~questionText","question","questionText","Does the procedure include the proper techniques to be used during demolition?","程序是否包括拆除过程中使用的正确技术？"
"5163","4cb2b286504943a30271f9a4","4cb2b286504943a30271f9a4~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"5164","4cb2b31250494340d8ce4bb7","4cb2b31250494340d8ce4bb7~~~question~~~description","question","description","Please include the procedure addressing that tools and equipment are maintained in good working order.","请包括确保工具和设备保持良好工作状态的程序。"
"5164","4cb2b31250494340d8ce4bb7","4cb2b31250494340d8ce4bb7~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"5164","4cb2b31250494340d8ce4bb7","4cb2b31250494340d8ce4bb7~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"5164","4cb2b31250494340d8ce4bb7","4cb2b31250494340d8ce4bb7~~~question~~~questionText","question","questionText","Does the procedure include that all tools and equipment used for demolition projects are in good working order?","程序是否包括拆除项目使用的所有工具和设备均处于良好工作状态？"
"5164","4cb2b31250494340d8ce4bb7","4cb2b31250494340d8ce4bb7~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"147767","65724ca6170000230091fe88","65724ca6170000230091fe88~~~question~~~responseOption1","question","responseOption1","Confirm","确认"
"147767","65724ca6170000230091fe88","65724ca6170000230091fe88~~~question~~~responseOption2","question","responseOption2","No","否"
"147767","65724ca6170000230091fe88","65724ca6170000230091fe88~~~question~~~questionText","question","questionText","### *If this topic is not applicable:*
I confirm this topic does not apply to my company, including subcontractors, in any capacity","### *如果此主题不适用：*
我确认，此主题在任何情况下都不适用于我公司，包括分包商"
"147838","65724d33170000540091fedb","65724d33170000540091fedb~~~question~~~responseOption1","question","responseOption1","The Company does not perform this type of work","公司不从事此类工作"
"147838","65724d33170000540091fedb","65724d33170000540091fedb~~~question~~~responseOption2","question","responseOption2","The Company does not operate this type of equipment","公司不运行此类设备"
"147838","65724d33170000540091fedb","65724d33170000540091fedb~~~question~~~questionText","question","questionText","Select a reason:","选择原因："
"147838","65724d33170000540091fedb","65724d33170000540091fedb~~~question~~~responseOption3","question","responseOption3","The Company is not exposed to this risk","公司不存在此风险"
"147909","65724d80170000200091ff26","65724d80170000200091ff26~~~question~~~questionText","question","questionText","I acknowledge the information above is accurate","我确认上述信息正确无误"
"147909","65724d80170000200091ff26","65724d80170000200091ff26~~~question~~~responseOption1","question","responseOption1","Yes","是"
"147909","65724d80170000200091ff26","65724d80170000200091ff26~~~question~~~responseOption2","question","responseOption2","No","否"
"147980","65724dc8170000560091ff71","65724dc8170000560091ff71~~~question~~~questionText","question","questionText","Click here to view requirements:","点击此处查看要求："
"147980","65724dc8170000560091ff71","65724dc8170000560091ff71~~~question~~~responseOption1","question","responseOption1","Show Questions","显示问题"
"147980","65724dc8170000560091ff71","65724dc8170000560091ff71~~~question~~~responseOption2","question","responseOption2","No","否"
"46","665df86b0100003300496f85","665df86b0100003300496f85~~~questionGroup~~~questionGroupText","questionGroup","questionGroupText","Diving","潜水"
"970","43d470e050494388e538c14c","43d470e050494388e538c14c~~~question~~~description","question","description","Please include the procedure that addresses training and qualifications of dive team members. Each dive member must have the training necessary to perform assigned tasks in a safe manner.","请包括针对潜水小组成员培训和资格的程序。每个潜水员都必须接受必要的培训，以便安全地执行指定任务。"
"970","43d470e050494388e538c14c","43d470e050494388e538c14c~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"970","43d470e050494388e538c14c","43d470e050494388e538c14c~~~question~~~questionText","question","questionText","Does the procedure include training and qualifications of dive team members?","程序是否包括潜水小组成员的培训和资格？"
"970","43d470e050494388e538c14c","43d470e050494388e538c14c~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"970","43d470e050494388e538c14c","43d470e050494388e538c14c~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"972","43d470e0504943e4a4e5ac1d","43d470e0504943e4a4e5ac1d~~~question~~~questionText","question","questionText","Does the procedure include providing each employee access to written practices and requirements associated with Diving Operations?","程序是否包括向每位员工提供潜水作业相关的书面实践和要求？"
"972","43d470e0504943e4a4e5ac1d","43d470e0504943e4a4e5ac1d~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"972","43d470e0504943e4a4e5ac1d","43d470e0504943e4a4e5ac1d~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"972","43d470e0504943e4a4e5ac1d","43d470e0504943e4a4e5ac1d~~~question~~~description","question","description","Please include the procedure that addresses how written practices and requirements will be made available to each employee whose tasks involve diving. Practices may include checklists for diving operations and equipment, assignments and responsibilities of the dive team members, equipment use, and emergency provisions for fire, equipment failure, adverse environmental conditions, and medical illness or injury.","请包括有关如何向每位执行潜水相关任务的员工提供书面实践和要求的程序。实践可能包括潜水作业和设备清单、潜水小组成员的任务和职责、设备使用，以及关于火灾、设备故障、不利环境条件和医疗疾病或伤害的应急规定。"
"972","43d470e0504943e4a4e5ac1d","43d470e0504943e4a4e5ac1d~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"147768","65724ca6170000230091fe89","65724ca6170000230091fe89~~~question~~~responseOption2","question","responseOption2","No","否"
"147768","65724ca6170000230091fe89","65724ca6170000230091fe89~~~question~~~questionText","question","questionText","### *If this topic is not applicable:*
I confirm this topic does not apply to my company, including subcontractors, in any capacity","### *如果此主题不适用：*
我确认，此主题在任何情况下都不适用于我公司，包括分包商"
"147768","65724ca6170000230091fe89","65724ca6170000230091fe89~~~question~~~responseOption1","question","responseOption1","Confirm","确认"
"147839","65724d33170000540091fedc","65724d33170000540091fedc~~~question~~~responseOption1","question","responseOption1","The Company does not perform this type of work","公司不从事此类工作"
"147839","65724d33170000540091fedc","65724d33170000540091fedc~~~question~~~questionText","question","questionText","Select a reason:","选择原因："
"147839","65724d33170000540091fedc","65724d33170000540091fedc~~~question~~~responseOption2","question","responseOption2","The Company does not operate this type of equipment","公司不运行此类设备"
"147839","65724d33170000540091fedc","65724d33170000540091fedc~~~question~~~responseOption3","question","responseOption3","The Company is not exposed to this risk","公司不存在此风险"
"147910","65724d80170000200091ff27","65724d80170000200091ff27~~~question~~~responseOption1","question","responseOption1","Yes","是"
"147910","65724d80170000200091ff27","65724d80170000200091ff27~~~question~~~responseOption2","question","responseOption2","No","否"
"147910","65724d80170000200091ff27","65724d80170000200091ff27~~~question~~~questionText","question","questionText","I acknowledge the information above is accurate","我确认上述信息正确无误"
"147981","65724dc8170000560091ff72","65724dc8170000560091ff72~~~question~~~responseOption2","question","responseOption2","No","否"
"147981","65724dc8170000560091ff72","65724dc8170000560091ff72~~~question~~~questionText","question","questionText","Click here to view requirements:","点击此处查看要求："
"147981","65724dc8170000560091ff72","65724dc8170000560091ff72~~~question~~~responseOption1","question","responseOption1","Show Questions","显示问题"
"6251","665df8760100003500496f87","665df8760100003500496f87~~~questionGroup~~~questionGroupText","questionGroup","questionGroupText","Drug and Alcohol","毒品和酒精"
"27927","5491efda5049436a5ace8fbe","5491efda5049436a5ace8fbe~~~question~~~description","question","description","Please include the procedure that addresses the prevention of Drug and Alcohol misuse in the workplace, where required by jurisdiction or client. Testing procedures should address items such as frequency, substances tested for, and management of test results.","请包括根据司法辖区或客户要求，防止工作场所滥用毒品和酒精的程序。检测程序应涉及频率、检测物质和检测结果管理等项目。"
"27927","5491efda5049436a5ace8fbe","5491efda5049436a5ace8fbe~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"27927","5491efda5049436a5ace8fbe","5491efda5049436a5ace8fbe~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"27927","5491efda5049436a5ace8fbe","5491efda5049436a5ace8fbe~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"27927","5491efda5049436a5ace8fbe","5491efda5049436a5ace8fbe~~~question~~~questionText","question","questionText","Does the procedure include Drug and Alcohol misuse prevention and/or testing?","程序是否包括毒品和酒精滥用预防和/或检测？"
"147769","65724ca6170000230091fe8a","65724ca6170000230091fe8a~~~question~~~questionText","question","questionText","### *If this topic is not applicable:*
I confirm this topic does not apply to my company, including subcontractors, in any capacity","### *如果此主题不适用：*
我确认，此主题在任何情况下都不适用于我公司，包括分包商"
"147769","65724ca6170000230091fe8a","65724ca6170000230091fe8a~~~question~~~responseOption2","question","responseOption2","No","否"
"147769","65724ca6170000230091fe8a","65724ca6170000230091fe8a~~~question~~~responseOption1","question","responseOption1","Confirm","确认"
"147840","65724d33170000540091fedd","65724d33170000540091fedd~~~question~~~responseOption1","question","responseOption1","The Company does not perform this type of work","公司不从事此类工作"
"147840","65724d33170000540091fedd","65724d33170000540091fedd~~~question~~~questionText","question","questionText","Select a reason:","选择原因："
"147840","65724d33170000540091fedd","65724d33170000540091fedd~~~question~~~responseOption3","question","responseOption3","The Company is not exposed to this risk","公司不存在此风险"
"147840","65724d33170000540091fedd","65724d33170000540091fedd~~~question~~~responseOption2","question","responseOption2","The Company does not operate this type of equipment","公司不运行此类设备"
"147911","65724d80170000200091ff28","65724d80170000200091ff28~~~question~~~responseOption1","question","responseOption1","Yes","是"
"147911","65724d80170000200091ff28","65724d80170000200091ff28~~~question~~~questionText","question","questionText","I acknowledge the information above is accurate","我确认上述信息正确无误"
"147911","65724d80170000200091ff28","65724d80170000200091ff28~~~question~~~responseOption2","question","responseOption2","No","否"
"147982","65724dc8170000560091ff73","65724dc8170000560091ff73~~~question~~~responseOption2","question","responseOption2","No","否"
"147982","65724dc8170000560091ff73","65724dc8170000560091ff73~~~question~~~questionText","question","questionText","Click here to view requirements:","点击此处查看要求："
"147982","65724dc8170000560091ff73","65724dc8170000560091ff73~~~question~~~responseOption1","question","responseOption1","Show Questions","显示问题"
"7167","665df8810100003000496f89","665df8810100003000496f89~~~questionGroup~~~questionGroupText","questionGroup","questionGroupText","Drug and Alcohol - Additional Questions","毒品和酒精——其他问题"
"27928","5491f00f504943d9bfd50ce4","5491f00f504943d9bfd50ce4~~~question~~~description","question","description","Please include the procedure that addresses training for employees and leadership. Training should include an outline of prohibited substances, the implementation of the procedure, and the signs/symptoms associated with drug and alcohol use.","请包括对员工和领导层进行培训的程序。培训应包括禁用物质的概述、程序的执行以及与毒品和酒精相关的体征/症状。"
"27928","5491f00f504943d9bfd50ce4","5491f00f504943d9bfd50ce4~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"27928","5491f00f504943d9bfd50ce4","5491f00f504943d9bfd50ce4~~~question~~~questionText","question","questionText","Does the procedure include Drug and Alcohol training for employees and leadership?","程序是否包括面向员工和领导层的毒品和酒精培训？"
"27928","5491f00f504943d9bfd50ce4","5491f00f504943d9bfd50ce4~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"27929","5491f0435049439c027ce741","5491f0435049439c027ce741~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"27929","5491f0435049439c027ce741","5491f0435049439c027ce741~~~question~~~description","question","description","Please include the procedure that addresses post-incident and/or reasonable suspicion testing. These tests are typically conducted following an event where an employee's behavior or actions are called into question.","请包括有关事件后和/或合理怀疑测试的程序。这些测试通常会在事件中的员工行为或行动受到质疑时开展。"
"27929","5491f0435049439c027ce741","5491f0435049439c027ce741~~~question~~~questionText","question","questionText","Does the procedure include post-incident and/or reasonable suspicion drug and alcohol testing?","程序是否包括事件后和/或合理怀疑毒品和酒精测试？"
"27929","5491f0435049439c027ce741","5491f0435049439c027ce741~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"27930","5491f09d5049438c7b47b5d6","5491f09d5049438c7b47b5d6~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"27930","5491f09d5049438c7b47b5d6","5491f09d5049438c7b47b5d6~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"27930","5491f09d5049438c7b47b5d6","5491f09d5049438c7b47b5d6~~~question~~~description","question","description","Please include the procedure that addresses Safety Sensitive Position designations. Safety Sensitive refers to any position where inability or impacted ability to perform job-related tasks could result in a direct threat to their safety and/or the safety of others. If you do not have positions considered Safety Sensitive, please provide a letter indicating this.","请包括与安全敏感位置标识相关的程序。安全敏感是指任何岗位如果无法或受影响地执行与工作相关的任务，可能会对自身安全和/或他人的安全造成直接威胁。如果您的岗位不属于安全敏感位置，请提供一封说明函。"
"27930","5491f09d5049438c7b47b5d6","5491f09d5049438c7b47b5d6~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"27930","5491f09d5049438c7b47b5d6","5491f09d5049438c7b47b5d6~~~question~~~questionText","question","questionText","Does the procedure include Safety Sensitive Position designations?","程序是否包括安全敏感位置指定？"
"27931","5491f0cc504943a1195e5d9e","5491f0cc504943a1195e5d9e~~~question~~~questionText","question","questionText","Does the procedure include drug and alcohol testing cut off levels in accordance with jurisdictional requirements or best practices?","程序是否包括符合司法辖区要求或最佳实践的毒品和酒精检测临界值？"
"27931","5491f0cc504943a1195e5d9e","5491f0cc504943a1195e5d9e~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"27931","5491f0cc504943a1195e5d9e","5491f0cc504943a1195e5d9e~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"27931","5491f0cc504943a1195e5d9e","5491f0cc504943a1195e5d9e~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"27931","5491f0cc504943a1195e5d9e","5491f0cc504943a1195e5d9e~~~question~~~description","question","description","Please include the procedure that addresses cut off levels for drug and alcohol testing that meets jurisdictional requirements. Cut-off refers to the level used to determine if a specimen tests positive or negative for the use of drugs or alcohol.","请包括符合司法辖区要求的有关毒品和酒精检测临界值的程序。临界值是指用于确定样本中毒品或酒精检测结果呈阳性或阴性的水平。"
"27932","5491f103504943d4872b8e3f","5491f103504943d4872b8e3f~~~question~~~description","question","description","Please include the procedure that addresses return-to-duty testing and/or unannounced testing following a positive result and/or substance abuse treatment. ","请包括在阳性结果和/或药物滥用治疗后重返工作检测和/或突击检测的程序。"
"27932","5491f103504943d4872b8e3f","5491f103504943d4872b8e3f~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"27932","5491f103504943d4872b8e3f","5491f103504943d4872b8e3f~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"27932","5491f103504943d4872b8e3f","5491f103504943d4872b8e3f~~~question~~~questionText","question","questionText","Does the procedure include return-to-duty and/or unannounced testing for employees following a positive result and/or substance abuse treatment?","程序是否包括在阳性结果和/或药物滥用治疗后重返工作检测和/或突击检测？"
"27932","5491f103504943d4872b8e3f","5491f103504943d4872b8e3f~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"27933","5491f12c5049432c2f4a4421","5491f12c5049432c2f4a4421~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"27933","5491f12c5049432c2f4a4421","5491f12c5049432c2f4a4421~~~question~~~questionText","question","questionText","Does the procedure include employee access to treatment or assistance for a substance abuse issue?","程序是否包括员工针对药物滥用问题获得治疗或援助？"
"27933","5491f12c5049432c2f4a4421","5491f12c5049432c2f4a4421~~~question~~~description","question","description","Please include the procedure that addresses substance abuse assessments following a positive drug and/or alcohol test or for those who voluntarily seek assistance for a substance abuse issue.","请包括在毒品和/或酒精检测呈阳性后，或针对药物滥用问题自愿寻求帮助的人进行药物滥用评估的程序。"
"27933","5491f12c5049432c2f4a4421","5491f12c5049432c2f4a4421~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"27933","5491f12c5049432c2f4a4421","5491f12c5049432c2f4a4421~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"147770","65724ca6170000230091fe8b","65724ca6170000230091fe8b~~~question~~~responseOption2","question","responseOption2","No","否"
"147770","65724ca6170000230091fe8b","65724ca6170000230091fe8b~~~question~~~questionText","question","questionText","### *If this topic is not applicable:*
I confirm this topic does not apply to my company, including subcontractors, in any capacity","### *如果此主题不适用：*
我确认，此主题在任何情况下都不适用于我公司，包括分包商"
"147770","65724ca6170000230091fe8b","65724ca6170000230091fe8b~~~question~~~responseOption1","question","responseOption1","Confirm","确认"
"147841","65724d33170000540091fede","65724d33170000540091fede~~~question~~~responseOption2","question","responseOption2","The Company does not operate this type of equipment","公司不运行此类设备"
"147841","65724d33170000540091fede","65724d33170000540091fede~~~question~~~questionText","question","questionText","Select a reason:","选择原因："
"147841","65724d33170000540091fede","65724d33170000540091fede~~~question~~~responseOption3","question","responseOption3","The Company is not exposed to this risk","公司不存在此风险"
"147841","65724d33170000540091fede","65724d33170000540091fede~~~question~~~responseOption1","question","responseOption1","The Company does not perform this type of work","公司不从事此类工作"
"147912","65724d80170000200091ff29","65724d80170000200091ff29~~~question~~~questionText","question","questionText","I acknowledge the information above is accurate","我确认上述信息正确无误"
"147912","65724d80170000200091ff29","65724d80170000200091ff29~~~question~~~responseOption2","question","responseOption2","No","否"
"147912","65724d80170000200091ff29","65724d80170000200091ff29~~~question~~~responseOption1","question","responseOption1","Yes","是"
"147983","65724dc8170000560091ff74","65724dc8170000560091ff74~~~question~~~responseOption1","question","responseOption1","Show Questions","显示问题"
"147983","65724dc8170000560091ff74","65724dc8170000560091ff74~~~question~~~questionText","question","questionText","Click here to view requirements:","点击此处查看要求："
"147983","65724dc8170000560091ff74","65724dc8170000560091ff74~~~question~~~responseOption2","question","responseOption2","No","否"
"47","665df88c0100002900b4ae7c","665df88c0100002900b4ae7c~~~questionGroup~~~questionGroupText","questionGroup","questionGroupText","Electrical","电气"
"975","43d470e0504943285ea4729c","43d470e0504943285ea4729c~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"975","43d470e0504943285ea4729c","43d470e0504943285ea4729c~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"975","43d470e0504943285ea4729c","43d470e0504943285ea4729c~~~question~~~questionText","question","questionText","Does the procedure include training for unqualified employees that face a higher than normal risk of electrical incident?","程序是否包括对面临高于正常水平的电气事件风险但不具备资格的员工进行培训？"
"975","43d470e0504943285ea4729c","43d470e0504943285ea4729c~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"975","43d470e0504943285ea4729c","43d470e0504943285ea4729c~~~question~~~description","question","description","Please include the procedure that addresses training for unqualified persons in accordance with jurisdictional requirements. Employees who face a higher than normal risk of electrical incident but are not qualified  to perform electrical work should be trained in safety related work practices and clearance distances that pertain to their respective job assignments.","请包括根据司法辖区要求对不合格人员进行培训的程序。对于面临高于正常水平的电气事件风险但不具备电气工作资格的员工，应提供与其工作任务相关的安全工作实践和间隙距离培训。"
"976","43d470e0504943cd222452a9","43d470e0504943cd222452a9~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"976","43d470e0504943cd222452a9","43d470e0504943cd222452a9~~~question~~~questionText","question","questionText","Does the procedure include engineering controls and work practices to reduce the risk of electrical incident?","程序是否包括降低电气事件风险的工程控制和工作实践？"
"976","43d470e0504943cd222452a9","43d470e0504943cd222452a9~~~question~~~description","question","description","Please include the procedure that addresses engineering controls and work practices to reduce the risk of electrical incident. This procedure should include the use of Ground Fault Circuit Interrupters or Residual Current Devices to prevent electrical shock or other injuries resulting from direct electrical contacts.","请包括针对降低电气事件风险的工程控制和工作实践的程序。此程序应包括使用接地故障断路器或漏电保护装置，以防直接电接触造成电击或其他伤害。"
"976","43d470e0504943cd222452a9","43d470e0504943cd222452a9~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"976","43d470e0504943cd222452a9","43d470e0504943cd222452a9~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"977","43d470e05049431e371a1b1f","43d470e05049431e371a1b1f~~~question~~~questionText","question","questionText","Does the procedure include precautions for working with or near exposed de-energized and/or energized parts?","程序是否包括处理暴露的不带电和/或带电部件或在其附近工作的预防措施？"
"977","43d470e05049431e371a1b1f","43d470e05049431e371a1b1f~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"977","43d470e05049431e371a1b1f","43d470e05049431e371a1b1f~~~question~~~description","question","description","Please include the procedure that addresses working with or near exposed energized and de-energized parts. This procedure should apply to all work on/near exposed electrical equipment which expose employees to any electrical hazard.","请包括针对处理暴露的带电和不带电部件或在其附近工作的程序。此程序应适用于所有在暴露的电气设备上或附近进行的所有工作，这些工作使员工面临电气危害。"
"977","43d470e05049431e371a1b1f","43d470e05049431e371a1b1f~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"977","43d470e05049431e371a1b1f","43d470e05049431e371a1b1f~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"981","43d470e050494325e162146b","43d470e050494325e162146b~~~question~~~responseOptionNo","question","responseOptionNo","No","否"
"981","43d470e050494325e162146b","43d470e050494325e162146b~~~question~~~questionText","question","questionText","Does the procedure include precautions for working near overhead power lines?","程序是否包括在架空输电线附近工作的预防措施？"
"981","43d470e050494325e162146b","43d470e050494325e162146b~~~question~~~responseOptionNA","question","responseOptionNA","N/A","不适用"
"981","43d470e050494325e162146b","43d470e050494325e162146b~~~question~~~description","question","description","Please include the procedure that addresses precautions for working near overhead lines. Depending on jurisdiction, employers may be required to de-energize and ground or deploy other protective measures prior to the commencement of covered tasks.","请包括针对在架空线路附近工作的预防措施的程序。根据不同的司法辖区，在开始执行相关任务前，雇主可能需要切断电源并接地，或采取其他保护措施。"
"981","43d470e050494325e162146b","43d470e050494325e162146b~~~question~~~responseOptionYes","question","responseOptionYes","Yes","是"
"122371","623c9d3f2e00004178dffe2f","623c9d3f2e00004178dffe2f~~~question~~~questionText","question","questionText","Does the procedure include the prohibition of conductive materials while performing work near electrical equipment?","程序是否包括在电气设备附近工作时禁用的导电材料？"
"122371","623c9d3f2e00004178dffe2f","623c9d3f2e00004178dffe2f~~~question~~~description","question","description","Please include the procedure that addresses conductive materials and equipment.","请包括针对导电材料和设备的程序。"
"122371","623c9d3f2e00004178dffe2f","623c9d3f2e00004178dffe2f~~~question~~~responseOption1","question","responseOption1","Yes","是"
"122371","623c9d3f2e00004178dffe2f","623c9d3f2e00004178dffe2f~~~question~~~responseOption2","question","responseOption2","No","否"
"147771","65724ca6170000230091fe8c","65724ca6170000230091fe8c~~~question~~~responseOption1","question","responseOption1","Confirm","确认"
"147771","65724ca6170000230091fe8c","65724ca6170000230091fe8c~~~question~~~questionText","question","questionText","### *If this topic is not applicable:*
I confirm this topic does not apply to my company, including subcontractors, in any capacity","### *如果此主题不适用：*
我确认，此主题在任何情况下都不适用于我公司，包括分包商"
"147771","65724ca6170000230091fe8c","65724ca6170000230091fe8c~~~question~~~responseOption2","question","responseOption2","No","否"
"147842","65724d33170000540091fedf","65724d33170000540091fedf~~~question~~~responseOption1","question","responseOption1","The Company does not perform this type of work","公司不从事此类工作"
"147842","65724d33170000540091fedf","65724d33170000540091fedf~~~question~~~questionText","question","questionText","Select a reason:","选择原因："
"147842","65724d33170000540091fedf","65724d33170000540091fedf~~~question~~~responseOption3","question","responseOption3","The Company is not exposed to this risk","公司不存在此风险"
"147842","65724d33170000540091fedf","65724d33170000540091fedf~~~question~~~responseOption2","question","responseOption2","The Company does not operate this type of equipment","公司不运行此类设备"
"147913","65724d80170000200091ff2a","65724d80170000200091ff2a~~~question~~~responseOption1","question","responseOption1","Yes","是"
"147913","65724d80170000200091ff2a","65724d80170000200091ff2a~~~question~~~questionText","question","questionText","I acknowledge the information above is accurate","我确认上述信息正确无误"
